Airline,Verified,Type of Traveller,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Sentiment,Season,Continent_Route
Emirates,False,Family Leisure,Economy Class,5,5,1,4,5,10,yes,Positive,Spring,Europe to Oceania
Emirates,False,Solo Leisure,Business Class,3,3,3,5,5,10,yes,Positive,Summer,Europe to Asia
Emirates,False,Couple Leisure,Economy Class,5,5,2,4,3,5,no,Negative,Summer,Africa to Asia
Emirates,False,Couple Leisure,Economy Class,2,5,5,2,4,10,yes,Positive,Summer,Asia to Europe
Emirates,False,Family Leisure,Business Class,4,4,1,5,2,3,no,Negative,Summer,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,5,3,5,5,4,5,no,Positive,Summer,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,5,1,5,3,5,10,yes,Positive,Summer,Europe to Africa
Emirates,False,Solo Leisure,Economy Class,5,4,3,4,5,7,yes,Positive,Summer,Asia to Africa
Emirates,True,Family Leisure,Economy Class,2,4,1,3,4,9,yes,Positive,Summer,Asia to Europe
Emirates,False,Family Leisure,Business Class,1,3,4,5,5,9,yes,Positive,Summer,Asia to Asia
Emirates,False,Business,Economy Class,4,4,3,5,1,2,no,Positive,Summer,Oceania to Asia
Emirates,False,Solo Leisure,Business Class,5,5,2,5,3,4,no,Positive,Summer,America to Asia
Emirates,False,Solo Leisure,First Class,5,2,4,3,4,10,yes,Positive,Summer,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,5,2,4,4,4,5,no,Positive,Summer,Asia to Africa
Emirates,True,Business,Economy Class,5,5,2,5,4,9,yes,Positive,Summer,Asia to Asia
Emirates,True,Business,Business Class,5,5,2,5,4,9,yes,Positive,Summer,Oceania to Oceania
Emirates,True,Business,Economy Class,4,1,2,4,2,4,no,Negative,Summer,Asia to America
Emirates,False,Solo Leisure,Business Class,3,5,5,5,4,7,yes,Positive,Summer,Europe to Asia
Emirates,False,Business,Economy Class,4,3,4,4,5,1,no,Negative,Summer,Oceania to Oceania
Emirates,False,Family Leisure,Economy Class,4,5,1,5,5,10,yes,Positive,Spring,Asia to Asia
Emirates,True,Solo Leisure,Business Class,5,1,5,2,5,7,yes,Positive,Summer,Asia to North America
Emirates,True,Family Leisure,Economy Class,3,5,3,5,2,3,no,Negative,Summer,Africa to Asia
Emirates,True,Business,Economy Class,5,4,4,4,1,1,no,Negative,Summer,Asia to Oceania
Emirates,True,Solo Leisure,First Class,5,2,2,5,5,10,yes,Positive,Summer,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,5,5,1,5,3,3,no,Negative,Summer,Asia to Oceania
Emirates,False,Couple Leisure,Economy Class,2,3,5,2,2,2,no,Positive,Summer,Europe to Oceania
Emirates,True,Couple Leisure,Business Class,4,2,3,3,3,4,no,Negative,Summer,Asia to Europe
Emirates,True,Family Leisure,Business Class,5,5,4,3,2,4,no,Positive,Spring,Europe to Africa
Emirates,False,Couple Leisure,Economy Class,3,5,1,5,3,5,no,Positive,Spring,Oceania to Asia
Emirates,True,Solo Leisure,Business Class,5,5,4,4,3,7,yes,Positive,Summer,Asia to Africa
Emirates,False,Solo Leisure,Business Class,3,5,5,4,3,6,no,Positive,Summer,Asia to Asia
Emirates,True,Couple Leisure,Economy Class,3,5,1,5,1,1,no,Positive,Summer,Asia to Asia
Emirates,False,Business,Economy Class,5,4,4,5,2,6,yes,Positive,Summer,Europe to Oceania
Emirates,False,Solo Leisure,Economy Class,5,3,4,5,3,3,no,Positive,Summer,Europe to Oceania
Emirates,False,Couple Leisure,Economy Class,4,2,3,5,5,10,yes,Positive,Summer,America to Asia
Emirates,True,Solo Leisure,First Class,4,5,5,5,5,10,yes,Positive,Summer,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,3,2,1,3,3,7,yes,Positive,Summer,Asia to Asia
Emirates,True,Solo Leisure,Economy Class,5,3,3,4,3,8,yes,Positive,Spring,Oceania to Asia
Emirates,True,Solo Leisure,Economy Class,3,3,2,4,3,7,yes,Positive,Spring,Asia to America
Emirates,False,Solo Leisure,Economy Class,1,5,2,1,3,8,yes,Positive,Spring,Asia to Europe
Emirates,True,Couple Leisure,Economy Class,5,4,5,5,1,1,no,Negative,Winter,Europe to Asia
Emirates,True,Solo Leisure,Business Class,4,5,5,5,5,10,yes,Positive,Spring,Oceania to Oceania
Emirates,True,Business,Economy Class,5,5,5,5,3,2,no,Negative,Summer,Europe to Asia
Emirates,False,Solo Leisure,First Class,4,4,1,5,5,9,yes,Positive,Summer,Asia to Europe
Emirates,True,Family Leisure,Economy Class,5,2,3,2,3,5,no,Positive,Summer,Asia to Asia
Emirates,False,Family Leisure,Economy Class,4,5,3,3,5,10,yes,Positive,Spring,Africa to Europe
Emirates,True,Solo Leisure,Economy Class,5,4,4,4,1,1,no,Negative,Autumn,Europe to Asia
Emirates,False,Couple Leisure,Business Class,3,2,1,1,2,2,no,Negative,Summer,Europe to Asia
Emirates,True,Business,Business Class,4,5,3,5,5,10,yes,Positive,Summer,Oceania to Oceania
Emirates,False,Solo Leisure,Business Class,5,5,3,4,4,9,yes,Positive,Spring,Africa to Europe
Emirates,False,Solo Leisure,Business Class,2,2,4,3,4,8,yes,Positive,Spring,Asia to Oceania
Emirates,False,Couple Leisure,Economy Class,3,2,1,5,2,1,no,Negative,Spring,Asia to America
Emirates,False,Solo Leisure,Economy Class,5,2,4,5,3,5,no,Positive,Summer,Europe to Asia
Emirates,False,Solo Leisure,Economy Class,4,5,3,5,4,9,yes,Positive,Winter,Oceania to Asia
Emirates,True,Business,Business Class,4,4,3,5,5,9,yes,Positive,Spring,Europe to Asia
Emirates,True,Couple Leisure,Business Class,5,1,4,5,4,10,yes,Positive,Spring,Asia to Europe
Emirates,True,Business,Business Class,2,4,1,4,3,8,yes,Positive,Autumn,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,4,3,1,4,5,10,yes,Positive,Spring,Africa to Europe
Emirates,False,Family Leisure,Economy Class,3,2,1,3,5,10,yes,Positive,Spring,Asia to Europe
Emirates,False,Solo Leisure,Economy Class,2,3,2,5,5,9,no,Positive,Spring,Asia to Europe
Emirates,True,Business,Business Class,2,2,3,4,4,7,yes,Positive,Spring,Oceania to Europe
Emirates,True,Solo Leisure,Economy Class,4,5,2,5,1,1,no,Positive,Spring,Europe to Oceania
Emirates,True,Couple Leisure,Economy Class,4,3,4,5,3,2,no,Positive,Spring,Asia to Europe
Emirates,False,Business,Business Class,2,4,3,1,5,9,yes,Positive,Spring,Europe to Asia
Emirates,False,Solo Leisure,Business Class,3,1,5,5,3,5,yes,Positive,Spring,Europe to Asia
Emirates,False,Couple Leisure,Economy Class,2,5,3,4,3,4,yes,Positive,Spring,Europe to Oceania
Emirates,False,Family Leisure,Economy Class,5,5,4,5,1,1,no,Negative,Spring,Asia to Asia
Emirates,True,Solo Leisure,Economy Class,4,1,5,3,5,10,yes,Positive,Autumn,Europe to Asia
Emirates,False,Solo Leisure,Business Class,2,4,1,5,3,4,no,Positive,Spring,Oceania to Europe
Emirates,False,Business,Business Class,5,4,3,2,3,5,yes,Positive,Spring,Asia to Europe
Emirates,False,Solo Leisure,Economy Class,4,1,2,3,1,2,no,Positive,Autumn,Asia to North America
Emirates,False,Couple Leisure,Business Class,3,4,1,1,5,9,yes,Positive,Spring,Asia to Europe
Emirates,False,Solo Leisure,Economy Class,3,1,2,4,1,3,no,Negative,Winter,Europe to Oceania
Emirates,True,Solo Leisure,Business Class,3,3,4,2,4,10,yes,Positive,Spring,Asia to Europe
Emirates,False,Couple Leisure,Economy Class,4,2,5,5,4,2,no,Negative,Winter,Asia to Europe
Emirates,True,Business,Economy Class,3,2,1,2,4,8,yes,Positive,Autumn,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,3,5,5,5,2,4,yes,Positive,Spring,Asia to Europe
Emirates,True,Couple Leisure,Economy Class,1,5,3,5,4,10,yes,Positive,Spring,Europe to Asia
Emirates,True,Business,Economy Class,5,3,2,3,5,8,yes,Positive,Spring,Asia to Africa
Emirates,True,Solo Leisure,Economy Class,5,3,3,5,1,1,no,Positive,Spring,Asia to Europe
Emirates,True,Solo Leisure,First Class,3,2,2,1,4,9,yes,Positive,Spring,Africa to Europe
Emirates,True,Solo Leisure,Business Class,4,5,4,3,1,1,no,Positive,Spring,Europe to America
Emirates,True,Couple Leisure,Economy Class,4,4,2,4,3,4,no,Positive,Spring,Asia to Europe
Emirates,False,Couple Leisure,Business Class,2,1,1,4,4,10,yes,Positive,Spring,Oceania to Europe
Emirates,False,Solo Leisure,Economy Class,5,3,5,5,5,10,yes,Positive,Spring,Asia to Asia
Emirates,False,Couple Leisure,Business Class,5,4,5,5,5,10,yes,Positive,Spring,Europe to Asia
Emirates,True,Solo Leisure,Economy Class,3,1,4,5,4,5,yes,Positive,Spring,Africa to Europe
Emirates,True,Couple Leisure,First Class,1,1,4,5,5,10,yes,Positive,Spring,Europe to Asia
Emirates,False,Couple Leisure,Economy Class,1,5,5,3,3,3,no,Positive,Spring,Europe to Asia
Emirates,False,Family Leisure,Economy Class,5,4,4,5,4,6,yes,Positive,Spring,Europe to Asia
Emirates,False,Couple Leisure,Business Class,5,3,2,5,2,4,no,Negative,Spring,Asia to Europe
Emirates,False,Solo Leisure,First Class,5,5,1,4,5,9,yes,Positive,Spring,America to Asia
Emirates,False,Family Leisure,Business Class,3,1,5,3,1,5,no,Positive,Spring,Europe to Asia
Emirates,False,Family Leisure,Economy Class,3,4,2,3,1,1,no,Negative,Winter,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,5,2,4,4,3,3,no,Positive,Spring,Europe to Asia
Emirates,False,Family Leisure,Business Class,4,1,2,5,5,10,yes,Positive,Spring,Asia to Europe
Emirates,False,Couple Leisure,Business Class,3,3,3,5,4,8,yes,Positive,Winter,America to Asia
Emirates,False,Business,Business Class,4,1,1,4,5,9,yes,Positive,Winter,Asia to Asia
Emirates,False,Solo Leisure,Economy Class,3,1,4,5,5,10,yes,Positive,Winter,Europe to Asia
Emirates,True,Solo Leisure,Economy Class,4,1,4,5,1,1,no,Negative,Spring,Europe to Asia
Emirates,False,Solo Leisure,Economy Class,1,5,3,5,4,7,yes,Positive,Winter,Asia to Asia
Emirates,True,Solo Leisure,Economy Class,4,5,1,1,1,1,no,Negative,Winter,North America to Asia
Emirates,True,Solo Leisure,Economy Class,3,4,1,5,4,9,yes,Positive,Winter,Asia to Oceania
Emirates,True,Family Leisure,Economy Class,3,4,3,4,3,6,no,Positive,Winter,Asia to Europe
Emirates,True,Business,Economy Class,5,3,1,4,2,4,no,Negative,Winter,Asia to Oceania
Emirates,False,Couple Leisure,Economy Class,1,5,3,4,5,10,yes,Positive,Winter,Asia to Europe
Emirates,False,Family Leisure,Economy Class,4,3,3,5,4,10,yes,Positive,Winter,Asia to Asia
Emirates,True,Couple Leisure,Business Class,2,3,3,5,3,7,no,Negative,Spring,Europe to Asia
Emirates,False,Couple Leisure,Business Class,4,1,1,5,2,6,no,Positive,Winter,Asia to Asia
Emirates,False,Couple Leisure,Business Class,3,2,4,5,3,7,no,Positive,Winter,Asia to Asia
Emirates,False,Family Leisure,Economy Class,4,5,5,5,5,10,yes,Positive,Autumn,Asia to Asia
Emirates,True,Business,Business Class,1,2,3,4,5,7,yes,Positive,Winter,Europe to Asia
Emirates,False,Family Leisure,Economy Class,5,1,3,5,1,1,no,Negative,Winter,Asia to Europe
Emirates,True,Couple Leisure,Economy Class,4,1,4,5,5,10,yes,Positive,Winter,North America to Asia
Emirates,True,Solo Leisure,Business Class,5,5,1,4,4,6,yes,Positive,Winter,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,4,5,2,4,1,1,no,Negative,Winter,Asia to Europe
Emirates,True,Family Leisure,Economy Class,5,2,3,3,4,5,no,Negative,Winter,Europe to Asia
Emirates,False,Couple Leisure,Economy Class,5,4,4,5,5,9,yes,Positive,Winter,America to Asia
Emirates,False,Solo Leisure,Economy Class,4,3,4,5,4,4,no,Positive,Winter,Europe to Asia
Emirates,True,Solo Leisure,Economy Class,3,2,3,5,1,1,no,Negative,Winter,Asia to Europe
Emirates,False,Family Leisure,Economy Class,4,5,5,5,1,1,no,Negative,Winter,Asia to Europe
Emirates,False,Solo Leisure,Economy Class,3,5,4,4,5,10,yes,Positive,Winter,Asia to Asia
Emirates,False,Business,Economy Class,5,4,5,5,5,8,yes,Positive,Winter,Oceania to Europe
Emirates,True,Family Leisure,Economy Class,4,5,4,5,2,2,no,Negative,Winter,Europe to Asia
Emirates,False,Couple Leisure,Business Class,1,5,1,3,4,8,yes,Positive,Winter,Asia to Asia
Emirates,True,Couple Leisure,Economy Class,4,3,4,4,4,7,yes,Positive,Winter,Europe to Asia
Emirates,True,Solo Leisure,Economy Class,4,1,5,1,2,2,no,Positive,Winter,Oceania to Oceania
Emirates,False,Family Leisure,Economy Class,4,2,4,5,5,10,yes,Positive,Winter,Europe to Asia
Emirates,True,Couple Leisure,Business Class,2,5,3,4,2,4,no,Positive,Winter,Europe to Oceania
Emirates,True,Solo Leisure,Economy Class,3,1,4,5,4,7,yes,Positive,Winter,Asia to Asia
Emirates,False,Solo Leisure,Economy Class,2,4,4,4,2,3,no,Positive,Winter,Europe to Asia
Emirates,False,Business,Business Class,4,1,5,3,2,2,no,Positive,Winter,Oceania to Oceania
Emirates,False,Solo Leisure,Economy Class,3,4,5,4,5,10,yes,Positive,Winter,Europe to Asia
Emirates,True,Solo Leisure,Business Class,4,1,1,4,5,10,yes,Positive,Winter,Europe to Oceania
Emirates,True,Couple Leisure,Economy Class,5,4,5,5,5,8,yes,Positive,Winter,Asia to Asia
Emirates,True,Solo Leisure,Business Class,5,5,2,2,1,1,no,Negative,Winter,Europe to Asia
Emirates,True,Family Leisure,Economy Class,4,2,4,3,4,7,yes,Positive,Winter,Asia to Europe
Emirates,False,Solo Leisure,Economy Class,4,1,4,5,1,2,no,Negative,Winter,Asia to Europe
Emirates,False,Couple Leisure,Business Class,4,1,3,5,5,9,yes,Positive,Winter,Africa to Oceania
Emirates,False,Business,Economy Class,4,1,5,4,5,9,yes,Positive,Winter,Europe to Oceania
Emirates,False,Couple Leisure,Economy Class,3,1,5,5,2,1,no,Negative,Winter,Asia to Asia
Emirates,False,Couple Leisure,Business Class,4,2,4,2,4,5,yes,Positive,Winter,Asia to Asia
Emirates,False,Family Leisure,Economy Class,5,4,5,4,3,2,no,Negative,Summer,Europe to Asia
Emirates,False,Solo Leisure,Economy Class,3,3,1,4,3,6,yes,Positive,Winter,Asia to Asia
Emirates,True,Family Leisure,Economy Class,4,1,5,4,1,1,no,Positive,Winter,Asia to Europe
Emirates,False,Solo Leisure,Business Class,1,5,4,4,4,9,yes,Positive,Winter,Europe to Asia
Emirates,False,Solo Leisure,Economy Class,4,5,5,4,3,3,yes,Positive,Winter,Europe to Europe
Emirates,False,Solo Leisure,Economy Class,4,3,3,4,5,7,yes,Positive,Winter,America to Asia
Emirates,False,Solo Leisure,First Class,4,3,1,2,5,9,yes,Positive,Winter,Europe to Oceania
Emirates,False,Family Leisure,Economy Class,4,1,3,5,1,1,no,Positive,Winter,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,2,1,5,5,1,1,no,Negative,Winter,Asia to Asia
Emirates,True,Family Leisure,Economy Class,5,2,5,5,1,1,no,Negative,Winter,Europe to Europe
Emirates,False,Solo Leisure,Economy Class,1,1,3,3,2,2,no,Negative,Winter,Europe to Asia
Emirates,False,Couple Leisure,Economy Class,3,5,1,4,1,1,no,Positive,Winter,Asia to Europe
Emirates,True,Family Leisure,Economy Class,1,5,4,1,4,1,no,Positive,Winter,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,1,4,5,5,2,1,no,Positive,Winter,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,1,5,5,5,5,4,yes,Positive,Winter,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,4,5,1,5,4,7,yes,Positive,Autumn,Europe to Oceania
Emirates,True,Couple Leisure,Business Class,3,5,4,4,5,9,yes,Positive,Winter,America to Asia
Emirates,False,Family Leisure,Economy Class,4,4,2,4,4,3,no,Negative,Winter,Europe to Asia
Emirates,True,Family Leisure,Economy Class,5,5,2,4,4,7,yes,Positive,Winter,Asia to Asia
Emirates,True,Family Leisure,Business Class,3,4,2,5,4,5,yes,Negative,Summer,Asia to Europe
Emirates,False,Solo Leisure,First Class,2,1,5,5,2,3,no,Positive,Winter,Asia to Asia
Emirates,True,Couple Leisure,Business Class,4,4,2,4,3,6,no,Positive,Autumn,America to Asia
Emirates,True,Couple Leisure,Business Class,4,5,2,4,3,5,no,Positive,Winter,North America to Asia
Emirates,False,Couple Leisure,Business Class,3,4,4,4,1,2,no,Negative,Autumn,Asia to North America
Emirates,False,Couple Leisure,Economy Class,2,2,5,5,4,4,no,Positive,Winter,Europe to Oceania
Emirates,True,Solo Leisure,Economy Class,5,4,5,3,5,9,yes,Positive,Winter,Asia to Asia
Emirates,False,Solo Leisure,Economy Class,5,3,2,5,5,7,yes,Positive,Spring,Europe to Oceania
Emirates,False,Solo Leisure,Economy Class,5,5,3,5,1,1,no,Positive,Winter,Asia to Africa
Emirates,True,Couple Leisure,Economy Class,5,5,5,5,2,5,no,Negative,Autumn,Europe to Asia
Emirates,True,Solo Leisure,Business Class,2,1,2,5,3,9,yes,Positive,Autumn,Asia to Asia
Emirates,False,Couple Leisure,Business Class,5,4,4,5,2,1,no,Negative,Winter,America to Asia
Emirates,False,Couple Leisure,Economy Class,5,2,2,5,2,4,no,Positive,Winter,Oceania to Oceania
Emirates,False,Business,Economy Class,4,1,4,5,4,9,yes,Positive,Winter,Europe to Asia
Emirates,True,Business,Business Class,2,1,5,4,3,5,no,Negative,Winter,Europe to Asia
Emirates,True,Couple Leisure,Business Class,4,5,3,2,1,3,no,Positive,Autumn,Europe to Africa
Emirates,True,Couple Leisure,Economy Class,4,5,5,5,5,10,yes,Positive,Autumn,Asia to Asia
Emirates,True,Business,Business Class,5,5,1,5,5,8,yes,Positive,Autumn,Europe to Asia
Emirates,False,Business,Economy Class,4,2,1,2,5,9,yes,Positive,Autumn,Europe to Asia
Emirates,False,Business,Business Class,3,5,3,5,4,9,yes,Positive,Autumn,Europe to Asia
Emirates,True,Solo Leisure,Economy Class,4,5,4,5,3,7,no,Positive,Autumn,North America to Europe
Emirates,True,Couple Leisure,Economy Class,4,5,5,5,2,3,no,Positive,Autumn,Oceania to Oceania
Emirates,True,Business,Economy Class,3,3,2,1,3,5,yes,Negative,Autumn,Europe to Asia
Emirates,True,Business,Business Class,5,1,1,5,4,9,yes,Positive,Summer,Asia to Europe
Emirates,True,Couple Leisure,Economy Class,4,4,5,5,5,9,yes,Positive,Autumn,Asia to Europe
Emirates,False,Business,Economy Class,2,5,5,5,3,1,no,Positive,Autumn,Europe to Asia
Emirates,False,Business,Economy Class,5,5,5,5,4,7,yes,Positive,Autumn,Asia to Europe
Emirates,False,Family Leisure,Economy Class,5,1,3,5,2,2,no,Positive,Autumn,North America to Asia
Emirates,False,Solo Leisure,Economy Class,4,4,3,5,2,2,no,Positive,Autumn,Asia to Europe
Emirates,False,Business,Economy Class,4,5,5,5,3,2,no,Positive,Autumn,Asia to Asia
Emirates,True,Family Leisure,Economy Class,5,2,2,3,2,2,no,Positive,Autumn,Europe to Africa
Emirates,True,Couple Leisure,Economy Class,5,1,3,3,1,1,no,Positive,Autumn,America to Asia
Emirates,False,Business,Business Class,4,5,3,4,1,1,no,Positive,Autumn,Africa to Asia
Emirates,False,Solo Leisure,Economy Class,2,2,4,4,3,8,yes,Positive,Autumn,Europe to Asia
Emirates,False,Business,Business Class,5,1,4,5,1,1,no,Negative,Autumn,Europe to Oceania
Emirates,True,Couple Leisure,Economy Class,4,5,5,5,5,10,yes,Positive,Autumn,Europe to Asia
Emirates,True,Couple Leisure,Economy Class,4,4,5,5,2,3,no,Positive,Autumn,Asia to Europe
Emirates,True,Couple Leisure,Economy Class,4,4,4,5,3,6,no,Positive,Autumn,America to Asia
Emirates,True,Business,Business Class,5,3,5,3,1,1,yes,Negative,Autumn,Asia to Asia
Emirates,False,Solo Leisure,Business Class,4,5,4,2,1,1,no,Negative,Summer,Asia to Europe
Emirates,False,Family Leisure,Economy Class,2,3,5,5,4,1,yes,Positive,Autumn,Asia to Europe
Emirates,True,Couple Leisure,Economy Class,2,5,2,4,3,5,no,Negative,Autumn,America to Asia
Emirates,False,Business,First Class,3,4,5,3,4,9,yes,Positive,Autumn,America to Asia
Emirates,False,Business,Business Class,1,1,4,2,3,9,yes,Positive,Autumn,America to America
Emirates,True,Business,Business Class,3,3,5,5,3,8,yes,Positive,Autumn,Europe to Europe
Emirates,True,Business,Business Class,4,5,3,5,4,8,yes,Positive,Winter,Oceania to Oceania
Emirates,True,Business,Business Class,4,1,5,5,3,5,no,Negative,Autumn,Europe to Oceania
Emirates,False,Solo Leisure,Economy Class,5,3,1,5,5,10,yes,Positive,Autumn,Europe to Oceania
Emirates,False,Solo Leisure,Economy Class,3,1,3,4,1,1,no,Negative,Summer,Africa to Asia
Emirates,True,Business,Economy Class,3,1,5,4,4,9,yes,Positive,Autumn,Asia to Asia
Emirates,False,Couple Leisure,Business Class,5,4,5,5,5,8,yes,Positive,Autumn,Asia to Oceania
Emirates,False,Business,Business Class,5,3,4,5,5,9,yes,Positive,Autumn,America to Europe
Emirates,True,Couple Leisure,Economy Class,1,5,2,4,5,7,yes,Positive,Autumn,Europe to Asia
Emirates,False,Family Leisure,Business Class,2,5,5,1,3,7,yes,Positive,Autumn,Asia to Europe
Emirates,False,Business,Business Class,4,4,1,5,1,2,no,Negative,Autumn,Asia to Europe
Emirates,False,Solo Leisure,Business Class,5,1,5,5,5,10,yes,Positive,Autumn,Europe to Asia
Emirates,False,Couple Leisure,Economy Class,3,5,3,5,3,6,no,Positive,Autumn,Asia to Asia
Emirates,False,Couple Leisure,Economy Class,4,4,3,5,2,2,no,Positive,Autumn,Europe to Asia
Emirates,True,Family Leisure,Economy Class,3,5,3,3,1,1,no,Negative,Autumn,Asia to Europe
Emirates,True,Solo Leisure,Economy Class,3,3,5,4,4,9,yes,Positive,Autumn,Asia to South America
Emirates,False,Business,Business Class,5,5,4,1,5,8,yes,Positive,Autumn,America to Asia
Emirates,False,Solo Leisure,Economy Class,3,1,4,5,5,10,yes,Positive,Summer,Europe to Asia
Emirates,True,Solo Leisure,Economy Class,1,4,4,5,5,9,yes,Positive,Summer,Asia to Asia
Emirates,False,Solo Leisure,Economy Class,1,5,3,5,1,4,no,Negative,Autumn,Asia to Europe
Emirates,False,Business,Business Class,5,5,5,5,4,9,yes,Positive,Autumn,Asia to Asia
Emirates,True,Solo Leisure,Business Class,4,5,4,4,5,10,yes,Positive,Autumn,Africa to Asia
